#{"t_start": 1743512949.6936781, "env_id": "None"}
r,l,t
10.0,1,96.808028
10.0,1,96.808505
10.0,1,96.812162
10.0,1,96.812686
10.0,1,96.814073
10.0,1,96.815551
10.0,1,96.818745
10.0,1,96.819205
10.0,1,96.819599
10.0,1,96.819978
10.0,1,96.822833
10.0,1,96.823273
10.0,1,96.823655
10.0,1,96.824033
10.0,1,96.827055
10.0,1,96.828189
10.0,1,96.831426
10.0,1,96.831921
10.0,1,96.834233
10.0,1,96.834659
10.0,1,96.835043
10.0,1,96.835421
10.0,1,96.838403
10.0,1,96.838851
10.0,1,96.839234
10.0,1,96.839612
10.0,1,96.84385
10.0,1,96.84462
10.0,1,96.846793
10.0,1,96.847581
10.0,1,96.850167
10.0,1,96.850608
10.0,1,96.850797
10.0,1,96.851174
10.0,1,96.853847
10.0,1,96.854303
10.0,1,96.855621
10.0,1,96.856044
10.0,1,96.858592
10.0,1,96.85927
10.0,1,96.860054
10.0,1,96.860522
10.0,1,96.865744
10.0,1,96.866227
10.0,1,96.86666
10.0,1,96.86711
10.0,1,96.870518
10.0,1,96.870972
10.0,1,96.871357
10.0,1,96.871869
10.0,1,96.874713
10.0,1,96.875427
10.0,1,96.876241
10.0,1,96.876918
10.0,1,96.881905
10.0,1,96.882363
10.0,1,96.883605
10.0,1,96.884014
10.0,1,96.886299
10.0,1,96.886736
10.0,1,96.887121
10.0,1,96.887499
10.0,1,96.890267
10.0,1,96.890707
10.0,1,96.891226
10.0,1,96.891815
10.0,1,96.898121
10.0,1,96.899146
10.0,1,96.899614
10.0,1,96.900028
10.0,1,96.902592
10.0,1,96.903031
10.0,1,96.903416
10.0,1,96.903797
10.0,1,96.906396
10.0,1,96.90685
10.0,1,96.908289
10.0,1,96.908924
10.0,1,96.91419
10.0,1,96.914825
10.0,1,96.915293
10.0,1,96.915695
10.0,1,96.918007
10.0,1,96.918432
10.0,1,96.918816
10.0,1,96.919194
5.0,1,96.922495
10.0,1,96.922968
-3.0,1,96.923169
10.0,1,96.923548
10.0,1,96.927295
10.0,1,96.928076
10.0,1,96.929333
10.0,1,96.930336
10.0,1,96.933427
10.0,1,96.933866
10.0,1,96.935045
10.0,1,96.935449
10.0,1,96.937677
10.0,1,96.938154
10.0,1,96.938586
10.0,1,96.938972
10.0,1,96.9418
10.0,1,96.942499
10.0,1,96.943301
10.0,1,96.943732
10.0,1,96.949402
10.0,1,96.949918
10.0,1,96.950794
10.0,1,96.951235
10.0,1,96.953666
10.0,1,96.954104
10.0,1,96.954486
10.0,1,96.954891
10.0,1,96.957437
10.0,1,96.957946
10.0,1,96.959513
10.0,1,96.960151
10.0,1,96.963775
10.0,1,96.965271
10.0,1,96.965816
10.0,1,96.966418
10.0,1,96.968783
10.0,1,96.969214
10.0,1,96.969597
10.0,1,96.969974
10.0,1,96.973507
10.0,1,96.973948
10.0,1,96.974463
10.0,1,96.974974
10.0,1,96.980777
10.0,1,96.981481
10.0,1,96.982042
10.0,1,96.982546
10.0,1,96.98513
10.0,1,96.985564
10.0,1,96.986805
10.0,1,96.98721
10.0,1,96.989506
10.0,1,96.989936
10.0,1,96.990317
10.0,1,96.990695
10.0,1,96.99461
10.0,1,96.996154
10.0,1,96.997797
10.0,1,96.998369
10.0,1,97.001502
10.0,1,97.001967
10.0,1,97.002424
10.0,1,97.002807
10.0,1,97.005475
10.0,1,97.005969
10.0,1,97.006359
10.0,1,97.006882
10.0,1,97.01
10.0,1,97.01045
10.0,1,97.013376
10.0,1,97.014381
10.0,1,97.017315
10.0,1,97.017893
10.0,1,97.018293
10.0,1,97.018819
10.0,1,97.021089
10.0,1,97.021581
10.0,1,97.022042
10.0,1,97.022431
10.0,1,97.026484
10.0,1,97.026936
10.0,1,97.027502
10.0,1,97.027914
10.0,1,97.033793
10.0,1,97.034248
10.0,1,97.03463
10.0,1,97.035007
10.0,1,97.037581
10.0,1,97.038025
10.0,1,97.039353
10.0,1,97.039767
10.0,1,97.042581
10.0,1,97.043403
10.0,1,97.043832
10.0,1,97.045143
10.0,1,97.049604
10.0,1,97.050049
10.0,1,97.050432
10.0,1,97.050809
10.0,1,97.054408
10.0,1,97.054926
10.0,1,97.055374
10.0,1,97.055763
10.0,1,97.059019
10.0,1,97.059697
10.0,1,97.060365
10.0,1,97.060766
10.0,1,97.065684
10.0,1,97.066173
10.0,1,97.067357
10.0,1,97.067767
10.0,1,97.070092
10.0,1,97.070518
10.0,1,97.070901
10.0,1,97.071277
10.0,1,97.074204
10.0,1,97.074659
10.0,1,97.075236
10.0,1,97.075848
10.0,1,97.081544
10.0,1,97.082487
10.0,1,97.082955
10.0,1,97.083344
10.0,1,97.085746
10.0,1,97.086181
10.0,1,97.086569
10.0,1,97.086947
10.0,1,97.089579
10.0,1,97.090017
10.0,1,97.091362
10.0,1,97.092008
10.0,1,97.096716
10.0,1,97.097783
10.0,1,97.0986
10.0,1,97.099121
10.0,1,97.10142
10.0,1,97.10184
10.0,1,97.102359
10.0,1,97.10294
10.0,1,97.106196
10.0,1,97.106635
10.0,1,97.107032
10.0,1,97.107423
10.0,1,97.110948
10.0,1,97.111388
10.0,1,97.113787
10.0,1,97.114817
10.0,1,97.117786
10.0,1,97.118226
10.0,1,97.119494
10.0,1,97.119909
10.0,1,97.122331
10.0,1,97.122784
10.0,1,97.123702
10.0,1,97.124299
10.0,1,97.127871
10.0,1,97.128541
10.0,1,97.13066
10.0,1,97.131163
10.0,1,97.134586
10.0,1,97.135026
10.0,1,97.13541
10.0,1,97.135795
10.0,1,97.138648
10.0,1,97.139127
10.0,1,97.139516
10.0,1,97.139891
10.0,1,97.142546
-3.0,1,97.142998
10.0,1,97.145005
10.0,1,97.146519
10.0,1,97.150106
10.0,1,97.150558
10.0,1,97.150943
10.0,1,97.151323
10.0,1,97.153344
10.0,1,97.153785
10.0,1,97.154173
10.0,1,97.15455
10.0,1,97.158295
10.0,1,97.158865
10.0,1,97.15969
10.0,1,97.160163
10.0,1,97.165377
10.0,1,97.165945
10.0,1,97.166397
10.0,1,97.166783
10.0,1,97.169061
10.0,1,97.169485
10.0,1,97.171013
10.0,1,97.171442
10.0,1,97.173734
10.0,1,97.174284
10.0,1,97.174735
10.0,1,97.175226
10.0,1,97.178935
10.0,1,97.179446
10.0,1,97.180853
10.0,1,97.182152
10.0,1,97.185658
10.0,1,97.186098
10.0,1,97.186482
10.0,1,97.18686
10.0,1,97.189777
10.0,1,97.190216
10.0,1,97.190599
10.0,1,97.191099
10.0,1,97.195153
10.0,1,97.197086
10.0,1,97.199837
10.0,1,97.200495
10.0,1,97.202917
10.0,1,97.20335
10.0,1,97.203734
10.0,1,97.204113
10.0,1,97.207066
10.0,1,97.207701
10.0,1,97.20815
10.0,1,97.208641
10.0,1,97.214829
10.0,1,97.215775
10.0,1,97.216268
10.0,1,97.216661
10.0,1,97.219044
10.0,1,97.219494
10.0,1,97.219882
10.0,1,97.220259
10.0,1,97.222965
10.0,1,97.223403
10.0,1,97.224705
10.0,1,97.225177
10.0,1,97.228835
10.0,1,97.230763
10.0,1,97.231401
10.0,1,97.231861
10.0,1,97.23416
10.0,1,97.234588
10.0,1,97.234973
10.0,1,97.235383
10.0,1,97.238883
10.0,1,97.239323
10.0,1,97.239706
10.0,1,97.240081
10.0,1,97.243725
10.0,1,97.244189
10.0,1,97.244934
10.0,1,97.246474
10.0,1,97.250001
10.0,1,97.250238
10.0,1,97.251494
10.0,1,97.25191
10.0,1,97.254349
10.0,1,97.254792
10.0,1,97.255664
10.0,1,97.256135
10.0,1,97.259165
10.0,1,97.259902
10.0,1,97.260312
10.0,1,97.261159
10.0,1,97.266372
10.0,1,97.266819
10.0,1,97.267202
10.0,1,97.267623
10.0,1,97.270386
10.0,1,97.270822
10.0,1,97.271205
10.0,1,97.271669
10.0,1,97.273995
10.0,1,97.27485
10.0,1,97.276675
10.0,1,97.277113
10.0,1,97.380207
10.0,1,97.382688
10.0,1,97.383151
10.0,1,97.383657
10.0,1,97.424237
10.0,1,97.424712
10.0,1,97.425096
10.0,1,97.425474
10.0,1,97.428773
10.0,1,97.429311
10.0,1,97.429727
10.0,1,97.430109
10.0,1,97.432421
10.0,1,97.433582
10.0,1,97.434539
10.0,1,97.435416
10.0,1,97.438146
10.0,1,97.438673
10.0,1,97.440259
10.0,1,97.44069
10.0,1,97.44366
10.0,1,97.444257
10.0,1,97.444669
10.0,1,97.445475
10.0,1,97.45017
10.0,1,97.450687
10.0,1,97.451129
10.0,1,97.451561
10.0,1,97.45606
10.0,1,97.456573
10.0,1,97.457008
10.0,1,97.457633
10.0,1,97.462299
10.0,1,97.464503
10.0,1,97.465187
10.0,1,97.465748
10.0,1,97.468419
10.0,1,97.4689
10.0,1,97.47032
10.0,1,97.470786
10.0,1,97.473391
10.0,1,97.473882
10.0,1,97.474442
10.0,1,97.47604
10.0,1,97.482301
10.0,1,97.482886
10.0,1,97.483368
10.0,1,97.483805
10.0,1,97.487592
10.0,1,97.488121
10.0,1,97.488645
10.0,1,97.489097
10.0,1,97.492579
10.0,1,97.493627
10.0,1,97.494139
10.0,1,97.494916
10.0,1,97.50252
10.0,1,97.503051
10.0,1,97.504542
10.0,1,97.505153
10.0,1,97.507875
10.0,1,97.508414
10.0,1,97.50901
10.0,1,97.510451
10.0,1,97.516279
10.0,1,97.516829
10.0,1,97.517289
10.0,1,97.51774
10.0,1,97.521362
10.0,1,97.522
10.0,1,97.522462
10.0,1,97.522991
10.0,1,97.527556
10.0,1,97.528417
10.0,1,97.529393
10.0,1,97.531192
10.0,1,97.534539
10.0,1,97.535053
10.0,1,97.536537
10.0,1,97.537031
10.0,1,97.539784
10.0,1,97.540304
10.0,1,97.540924
10.0,1,97.542108
10.0,1,97.548292
10.0,1,97.54899
10.0,1,97.54956
10.0,1,97.550023
10.0,1,97.553586
10.0,1,97.554071
10.0,1,97.554509
10.0,1,97.555078
10.0,1,97.558832
10.0,1,97.559809
10.0,1,97.560611
10.0,1,97.561311
10.0,1,97.567188
10.0,1,97.56771
10.0,1,97.569082
10.0,1,97.569562
10.0,1,97.572366
-3.0,1,97.572636
10.0,1,97.573085
10.0,1,97.57352
10.0,1,97.58377
10.0,1,97.584409
10.0,1,97.58488
10.0,1,97.585344
10.0,1,97.58917
10.0,1,97.589697
10.0,1,97.590158
10.0,1,97.590607
10.0,1,97.596031
10.0,1,97.597109
10.0,1,97.598409
10.0,1,97.599103
10.0,1,97.601841
10.0,1,97.602352
10.0,1,97.603702
10.0,1,97.604185
10.0,1,97.607127
10.0,1,97.607728
10.0,1,97.608235
10.0,1,97.608807
10.0,1,97.614734
10.0,1,97.615331
10.0,1,97.616096
10.0,1,97.616661
10.0,1,97.620309
10.0,1,97.620816
10.0,1,97.621277
10.0,1,97.621913
10.0,1,97.625676
10.0,1,97.626502
10.0,1,97.627267
10.0,1,97.628103
10.0,1,97.633414
10.0,1,97.633937
10.0,1,97.635381
10.0,1,97.635878
10.0,1,97.638589
10.0,1,97.639101
10.0,1,97.639558
10.0,1,97.640011
10.0,1,97.644204
10.0,1,97.645106
10.0,1,97.647381
10.0,1,97.648529
10.0,1,97.652495
10.0,1,97.653012
10.0,1,97.653628
10.0,1,97.654092
10.0,1,97.657902
10.0,1,97.658582
10.0,1,97.659201
10.0,1,97.660032
10.0,1,97.665268
10.0,1,97.665801
10.0,1,97.667278
10.0,1,97.667779
10.0,1,97.670411
10.0,1,97.67091
10.0,1,97.671366
10.0,1,97.672432
10.0,1,97.676038
10.0,1,97.676922
10.0,1,97.677456
10.0,1,97.678486
10.0,1,97.68419
10.0,1,97.684739
10.0,1,97.685199
10.0,1,97.686184
10.0,1,97.689013
10.0,1,97.68952
10.0,1,97.689978
10.0,1,97.690424
10.0,1,97.695363
10.0,1,97.697627
10.0,1,97.699273
10.0,1,97.699777
10.0,1,97.702457
10.0,1,97.702954
10.0,1,97.703407
10.0,1,97.703859
10.0,1,97.707186
10.0,1,97.707837
10.0,1,97.708429
10.0,1,97.709042
10.0,1,97.717012
10.0,1,97.717765
10.0,1,97.71826
10.0,1,97.718715
10.0,1,97.721368
10.0,1,97.721949
10.0,1,97.722418
10.0,1,97.722873
10.0,1,97.727089
10.0,1,97.727654
10.0,1,97.731199
10.0,1,97.732323
10.0,1,97.735608
10.0,1,97.736214
10.0,1,97.736846
10.0,1,97.737318
10.0,1,97.740071
10.0,1,97.740584
10.0,1,97.741465
10.0,1,97.742125
10.0,1,97.749254
10.0,1,97.74989
10.0,1,97.750361
10.0,1,97.750917
10.0,1,97.753576
10.0,1,97.754075
10.0,1,97.754531
10.0,1,97.755574
10.0,1,97.758471
10.0,1,97.759024
10.0,1,97.761184
10.0,1,97.761976
10.0,1,97.767358
10.0,1,97.767902
10.0,1,97.768362
10.0,1,97.768812
10.0,1,97.771569
10.0,1,97.772155
10.0,1,97.772691
10.0,1,97.77342
10.0,1,97.777797
10.0,1,97.778311
10.0,1,97.779096
10.0,1,97.779672
10.0,1,97.785349
10.0,1,97.785883
10.0,1,97.786342
10.0,1,97.786793
10.0,1,97.78985
10.0,1,97.79036
10.0,1,97.792013
10.0,1,97.792744
10.0,1,97.798856
10.0,1,97.799409
10.0,1,97.799868
10.0,1,97.800319
10.0,1,97.802962
10.0,1,97.803569
10.0,1,97.804571
10.0,1,97.805226
10.0,1,97.809483
10.0,1,97.810228
10.0,1,97.810862
10.0,1,97.811595
10.0,1,97.817007
10.0,1,97.817576
10.0,1,97.818033
10.0,1,97.818482
10.0,1,97.821605
10.0,1,97.822187
10.0,1,97.823802
10.0,1,97.824133
10.0,1,97.827406
10.0,1,97.828316
10.0,1,97.829718
10.0,1,97.831522
10.0,1,97.834347
10.0,1,97.834853
10.0,1,97.835306
10.0,1,97.835752
10.0,1,97.83986
10.0,1,97.840385
10.0,1,97.840906
10.0,1,97.841409
10.0,1,97.845922
10.0,1,97.8478
10.0,1,97.848866
10.0,1,97.849392
10.0,1,97.852433
10.0,1,97.852944
10.0,1,97.854358
10.0,1,97.854896
10.0,1,97.857789
10.0,1,97.85844
10.0,1,97.860141
10.0,1,97.861355
10.0,1,97.866785
10.0,1,97.867315
10.0,1,97.867773
10.0,1,97.868226
10.0,1,97.8719
10.0,1,97.872418
10.0,1,97.872874
10.0,1,97.873323
10.0,1,97.878001
10.0,1,97.878707
10.0,1,97.880564
10.0,1,97.881998
10.0,1,97.884762
10.0,1,97.885268
10.0,1,97.887374
10.0,1,97.888142
10.0,1,97.892668
10.0,1,97.893579
10.0,1,97.894068
10.0,1,97.895045
10.0,1,97.900108
10.0,1,97.900641
10.0,1,97.901101
10.0,1,97.901553
10.0,1,97.905169
10.0,1,97.905686
10.0,1,97.906146
10.0,1,97.906592
10.0,1,97.910632
10.0,1,97.911488
10.0,1,97.9128
10.0,1,97.914823
10.0,1,97.917734
10.0,1,97.918241
10.0,1,97.91965
10.0,1,97.920132
10.0,1,97.922835
10.0,1,97.923341
10.0,1,97.923897
10.0,1,97.925081
10.0,1,97.928852
10.0,1,97.929468
10.0,1,97.930091
10.0,1,97.931862
10.0,1,97.936149
10.0,1,97.936679
10.0,1,97.937138
10.0,1,97.937588
10.0,1,97.94093
10.0,1,97.941451
10.0,1,97.941919
10.0,1,97.942398
10.0,1,97.948547
10.0,1,97.94908
10.0,1,97.950573
10.0,1,97.951059
10.0,1,97.953703
10.0,1,97.954199
10.0,1,97.954651
10.0,1,97.955695
10.0,1,97.958629
10.0,1,97.959205
10.0,1,97.960098
10.0,1,97.960639
10.0,1,97.967388
10.0,1,97.967907
10.0,1,97.968366
10.0,1,97.969413
10.0,1,97.972311
10.0,1,97.972833
10.0,1,97.9733
10.0,1,97.973734
10.0,1,97.977486
10.0,1,97.978012
10.0,1,97.980727
10.0,1,97.981984
10.0,1,97.984829
10.0,1,97.985334
10.0,1,97.986368
10.0,1,97.986919
10.0,1,97.989644
10.0,1,97.990153
10.0,1,97.990629
10.0,1,97.991153
10.0,1,97.999378
10.0,1,97.999921
10.0,1,98.000414
10.0,1,98.000871
10.0,1,98.003498
10.0,1,98.003994
10.0,1,98.004935
10.0,1,98.005554
10.0,1,98.00843
10.0,1,98.00915
10.0,1,98.011287
10.0,1,98.012004
10.0,1,98.017227
10.0,1,98.01776
10.0,1,98.01835
10.0,1,98.018839
10.0,1,98.0215
10.0,1,98.02207
10.0,1,98.022636
10.0,1,98.023363
10.0,1,98.027941
10.0,1,98.028698
10.0,1,98.029235
10.0,1,98.031627
10.0,1,98.035672
10.0,1,98.036344
10.0,1,98.037052
10.0,1,98.038002
10.0,1,98.041313
10.0,1,98.042105
10.0,1,98.044788
10.0,1,98.046726
10.0,1,98.051449
10.0,1,98.05197
10.0,1,98.052446
10.0,1,98.052898
10.0,1,98.056373
10.0,1,98.056915
10.0,1,98.057487
10.0,1,98.057958
10.0,1,98.064971
10.0,1,98.065679
10.0,1,98.066236
10.0,1,98.066748
10.0,1,98.069466
10.0,1,98.069968
10.0,1,98.070692
10.0,1,98.071213
10.0,1,98.073892
10.0,1,98.074528
10.0,1,98.076402
10.0,1,98.077144
10.0,1,98.082898
10.0,1,98.083426
10.0,1,98.083885
10.0,1,98.084336
10.0,1,98.086918
10.0,1,98.087738
10.0,1,98.088323
10.0,1,98.088821
10.0,1,98.093392
10.0,1,98.094003
10.0,1,98.095502
10.0,1,98.097622
10.0,1,98.100802
10.0,1,98.101319
10.0,1,98.101781
10.0,1,98.102518
10.0,1,98.105326
10.0,1,98.105841
10.0,1,98.107439
10.0,1,98.10796
10.0,1,98.111763
10.0,1,98.115223
10.0,1,98.115832
10.0,1,98.11632
10.0,1,98.119647
10.0,1,98.120173
10.0,1,98.12063
10.0,1,98.121448
10.0,1,98.125622
10.0,1,98.126465
10.0,1,98.127236
10.0,1,98.127786
10.0,1,98.133607
10.0,1,98.13413
10.0,1,98.134587
10.0,1,98.135084
10.0,1,98.139117
10.0,1,98.143669
10.0,1,98.14744
10.0,1,98.148486
10.0,1,98.152996
10.0,1,98.153702
10.0,1,98.154331
10.0,1,98.154943
10.0,1,98.159058
10.0,1,98.160153
10.0,1,98.161037
10.0,1,98.161912
10.0,1,98.169253
10.0,1,98.169942
10.0,1,98.170553
10.0,1,98.171162
10.0,1,98.17559
10.0,1,98.176513
10.0,1,98.177396
10.0,1,98.179333
10.0,1,98.184692
10.0,1,98.185394
10.0,1,98.18712
10.0,1,98.187762
10.0,1,98.191432
10.0,1,98.192094
10.0,1,98.194208
10.0,1,98.195417
10.0,1,98.204243
10.0,1,98.204876
10.0,1,98.205611
10.0,1,98.206304
10.0,1,98.215577
10.0,1,98.216423
10.0,1,98.217098
10.0,1,98.218034
10.0,1,98.221701
10.0,1,98.222787
10.0,1,98.223271
10.0,1,98.223731
10.0,1,98.226954
10.0,1,98.227554
10.0,1,98.230438
10.0,1,98.231589
10.0,1,98.234417
10.0,1,98.23493
10.0,1,98.23602
10.0,1,98.236642
10.0,1,98.239731
10.0,1,98.240256
10.0,1,98.240884
10.0,1,98.241702
10.0,1,98.24963
10.0,1,98.25018
10.0,1,98.250644
10.0,1,98.251102
10.0,1,98.253768
10.0,1,98.254271
10.0,1,98.255431
10.0,1,98.255995
10.0,1,98.259389
10.0,1,98.260192
10.0,1,98.263296
10.0,1,98.264644
10.0,1,98.268047
10.0,1,98.268655
10.0,1,98.269128
10.0,1,98.269585
10.0,1,98.272403
10.0,1,98.272917
10.0,1,98.273376
10.0,1,98.273949
10.0,1,98.282104
10.0,1,98.282664
10.0,1,98.283132
10.0,1,98.28359
10.0,1,98.286257
10.0,1,98.286758
10.0,1,98.287271
10.0,1,98.288189
10.0,1,98.291038
10.0,1,98.291604
10.0,1,98.293549
10.0,1,98.294364
10.0,1,98.299643
10.0,1,98.300183
10.0,1,98.300649
10.0,1,98.301106
10.0,1,98.303765
10.0,1,98.304614
10.0,1,98.305263
10.0,1,98.305763
10.0,1,98.310104
10.0,1,98.310648
10.0,1,98.311469
10.0,1,98.31378
10.0,1,98.317624
10.0,1,98.318149
10.0,1,98.318611
10.0,1,98.319066
10.0,1,98.322044
10.0,1,98.322565
10.0,1,98.324132
10.0,1,98.324688
10.0,1,98.328235
10.0,1,98.329717
10.0,1,98.331917
10.0,1,98.3325
10.0,1,98.335284
10.0,1,98.335796
10.0,1,98.336259
10.0,1,98.336724
10.0,1,98.340642
10.0,1,98.341232
10.0,1,98.341796
10.0,1,98.34249
10.0,1,98.34924
10.0,1,98.350111
10.0,1,98.350658
10.0,1,98.351134
10.0,1,98.353788
10.0,1,98.354287
10.0,1,98.355815
10.0,1,98.356311
10.0,1,98.359486
10.0,1,98.360266
10.0,1,98.361493
10.0,1,98.363521
10.0,1,98.366576
10.0,1,98.367104
10.0,1,98.367568
10.0,1,98.368032
10.0,1,98.372061
10.0,1,98.372588
10.0,1,98.373051
10.0,1,98.37351
10.0,1,98.377615
10.0,1,98.378143
10.0,1,98.378872
10.0,1,98.380403
10.0,1,98.384226
10.0,1,98.38475
10.0,1,98.38621
10.0,1,98.386705
10.0,1,98.389427
10.0,1,98.389941
10.0,1,98.390411
10.0,1,98.391454
10.0,1,98.396475
10.0,1,98.398381
10.0,1,98.398951
10.0,1,98.39942
10.0,1,98.403105
10.0,1,98.403627
10.0,1,98.404072
10.0,1,98.404513
10.0,1,98.407826
10.0,1,98.408715
10.0,1,98.409446
10.0,1,98.410285
10.0,1,98.415902
10.0,1,98.416444
10.0,1,98.417869
10.0,1,98.418367
10.0,1,98.421131
10.0,1,98.421745
10.0,1,98.422225
10.0,1,98.42267
10.0,1,98.426697
10.0,1,98.427262
10.0,1,98.428166
10.0,1,98.430874
10.0,1,98.434782
10.0,1,98.435305
10.0,1,98.435903
10.0,1,98.436926
10.0,1,98.439857
10.0,1,98.440388
10.0,1,98.440945
10.0,1,98.441499
10.0,1,98.447181
10.0,1,98.448158
10.0,1,98.450063
10.0,1,98.450672
10.0,1,98.453876
10.0,1,98.454608
10.0,1,98.455916
10.0,1,98.456496
10.0,1,98.4604
10.0,1,98.461048
10.0,1,98.462242
10.0,1,98.463836
10.0,1,98.468495
10.0,1,98.469018
10.0,1,98.469483
10.0,1,98.469941
10.0,1,98.473585
10.0,1,98.474219
10.0,1,98.474741
10.0,1,98.4755
10.0,1,98.481623
10.0,1,98.482238
10.0,1,98.483779
10.0,1,98.484285
10.0,1,98.486937
10.0,1,98.487451
10.0,1,98.487916
10.0,1,98.489033
10.0,1,98.491863
10.0,1,98.492419
10.0,1,98.493319
10.0,1,98.493901
10.0,1,98.502956
10.0,1,98.503528
10.0,1,98.503997
10.0,1,98.504456
10.0,1,98.507568
10.0,1,98.50815
10.0,1,98.50874
10.0,1,98.5094
10.0,1,98.516529
10.0,1,98.517499
10.0,1,98.51897
10.0,1,98.51946
10.0,1,98.522474
10.0,1,98.522999
10.0,1,98.523462
10.0,1,98.523928
10.0,1,98.52825
10.0,1,98.530433
10.0,1,98.531518
10.0,1,98.53211
10.0,1,98.535894
10.0,1,98.536416
10.0,1,98.536892
10.0,1,98.537348
10.0,1,98.541051
10.0,1,98.54164
10.0,1,98.542242
10.0,1,98.543196
10.0,1,98.549004
10.0,1,98.549546
10.0,1,98.551003
10.0,1,98.551497
10.0,1,98.554158
10.0,1,98.554664
10.0,1,98.555193
10.0,1,98.555664
10.0,1,98.559553
10.0,1,98.560461
10.0,1,98.560958
10.0,1,98.561807
10.0,1,98.567719
10.0,1,98.568265
10.0,1,98.568727
10.0,1,98.569177
10.0,1,98.572527
10.0,1,98.573052
10.0,1,98.573516
10.0,1,98.574055
10.0,1,98.578037
10.0,1,98.580915
10.0,1,98.582655
10.0,1,98.583158
10.0,1,98.585829
10.0,1,98.586344
10.0,1,98.586788
10.0,1,98.587834
10.0,1,98.590982
10.0,1,98.591543
10.0,1,98.592031
10.0,1,98.592544
10.0,1,98.600095
10.0,1,98.600807
10.0,1,98.601293
10.0,1,98.601752
10.0,1,98.60444
10.0,1,98.605463
10.0,1,98.606111
10.0,1,98.60659
10.0,1,98.610012
10.0,1,98.610555
10.0,1,98.614426
10.0,1,98.615288
10.0,1,98.618094
10.0,1,98.619231
10.0,1,98.61975
10.0,1,98.620424
10.0,1,98.623213
10.0,1,98.623708
10.0,1,98.624518
10.0,1,98.625254
10.0,1,98.632941
10.0,1,98.633491
10.0,1,98.634125
10.0,1,98.634617
10.0,1,98.637296
10.0,1,98.637787
10.0,1,98.638615
10.0,1,98.639217
10.0,1,98.642132
10.0,1,98.643087
10.0,1,98.648262
10.0,1,98.649017
10.0,1,98.652472
10.0,1,98.652991
10.0,1,98.653453
10.0,1,98.65391
10.0,1,98.657413
10.0,1,98.658129
10.0,1,98.658764
10.0,1,98.659662
10.0,1,98.666601
10.0,1,98.667668
10.0,1,98.668207
10.0,1,98.66884
10.0,1,98.671671
10.0,1,98.672205
10.0,1,98.672672
10.0,1,98.673148
10.0,1,98.677191
10.0,1,98.678049
10.0,1,98.681469
10.0,1,98.682059
10.0,1,98.684812
10.0,1,98.685323
10.0,1,98.686354
10.0,1,98.686919
10.0,1,98.689657
10.0,1,98.690171
10.0,1,98.69079
10.0,1,98.691324
10.0,1,98.698717
10.0,1,98.699774
10.0,1,98.700318
10.0,1,98.700792
10.0,1,98.703574
10.0,1,98.704082
10.0,1,98.704544
10.0,1,98.705416
10.0,1,98.708451
10.0,1,98.709267
10.0,1,98.71147
10.0,1,98.712162
10.0,1,98.717427
10.0,1,98.718016
10.0,1,98.718497
10.0,1,98.719097
10.0,1,98.721874
10.0,1,98.722409
10.0,1,98.722878
10.0,1,98.72366
10.0,1,98.729694
10.0,1,98.731796
10.0,1,98.732469
10.0,1,98.733003
10.0,1,98.735685
10.0,1,98.736187
10.0,1,98.736645
10.0,1,98.737398
10.0,1,98.740292
10.0,1,98.740897
10.0,1,98.742405
10.0,1,98.743316
10.0,1,98.748851
10.0,1,98.749409
10.0,1,98.749977
10.0,1,98.750522
10.0,1,98.753195
10.0,1,98.753713
10.0,1,98.754169
10.0,1,98.754944
10.0,1,98.758795
10.0,1,98.759447
10.0,1,98.760212
10.0,1,98.760677
10.0,1,98.766897
10.0,1,98.767431
10.0,1,98.767894
10.0,1,98.768651
10.0,1,98.771323
10.0,1,98.771893
10.0,1,98.773461
10.0,1,98.774081
10.0,1,98.778593
10.0,1,98.780836
10.0,1,98.782117
10.0,1,98.782688
10.0,1,98.785403
10.0,1,98.785921
10.0,1,98.786492
10.0,1,98.787228
10.0,1,98.791051
10.0,1,98.79167
10.0,1,98.792293
10.0,1,98.793207
10.0,1,98.799326
10.0,1,98.799905
10.0,1,98.800371
10.0,1,98.800828
10.0,1,98.803885
10.0,1,98.804414
10.0,1,98.805913
10.0,1,98.806407
10.0,1,98.809343
10.0,1,98.810201
10.0,1,98.810571
10.0,1,98.811779
10.0,1,98.81646
10.0,1,98.817032
10.0,1,98.817496
10.0,1,98.817982
10.0,1,98.821886
10.0,1,98.822406
10.0,1,98.822868
10.0,1,98.823331
10.0,1,98.827569
10.0,1,98.828465
10.0,1,98.830604
10.0,1,98.831632
10.0,1,98.834463
10.0,1,98.834981
10.0,1,98.836484
10.0,1,98.836987
10.0,1,98.839775
10.0,1,98.840298
10.0,1,98.841399
10.0,1,98.842112
10.0,1,98.848367
10.0,1,98.848999
10.0,1,98.84947
10.0,1,98.849967
10.0,1,98.853546
10.0,1,98.854058
10.0,1,98.854521
10.0,1,98.85521
10.0,1,98.858964
10.0,1,98.859847
10.0,1,98.860582
10.0,1,98.86136
10.0,1,98.866873
10.0,1,98.867405
10.0,1,98.868907
10.0,1,98.869407
10.0,1,98.872221
10.0,1,98.872731
10.0,1,98.873173
10.0,1,98.873608
10.0,1,98.878188
10.0,1,98.880159
10.0,1,98.88194
10.0,1,98.882504
10.0,1,98.886129
10.0,1,98.886654
10.0,1,98.887098
