#{"t_start": 1743512949.6936781, "env_id": "None"}
r,l,t
10.0,1,98.887534
10.0,1,98.89077
10.0,1,98.891372
10.0,1,98.892007
10.0,1,98.892766
10.0,1,98.898417
10.0,1,98.899076
10.0,1,98.900591
10.0,1,98.901081
10.0,1,98.903737
10.0,1,98.904252
10.0,1,98.904698
10.0,1,98.905813
10.0,1,98.90934
10.0,1,98.910274
10.0,1,98.910827
10.0,1,98.912124
10.0,1,98.917565
10.0,1,98.918088
10.0,1,98.918549
10.0,1,98.919002
10.0,1,98.922562
10.0,1,98.923073
10.0,1,98.923523
10.0,1,98.924077
10.0,1,98.927997
10.0,1,98.928698
10.0,1,98.931973
10.0,1,98.932539
10.0,1,98.935261
10.0,1,98.936379
10.0,1,98.936947
10.0,1,98.93742
10.0,1,98.940227
10.0,1,98.940845
10.0,1,98.941325
10.0,1,98.94253
10.0,1,98.948949
10.0,1,98.949486
10.0,1,98.949993
10.0,1,98.950975
10.0,1,98.953778
10.0,1,98.954303
10.0,1,98.954783
10.0,1,98.955298
10.0,1,98.958602
10.0,1,98.959445
10.0,1,98.961642
10.0,1,98.962242
10.0,1,98.967987
10.0,1,98.968529
10.0,1,98.969151
10.0,1,98.969622
10.0,1,98.972439
10.0,1,98.972967
10.0,1,98.973694
10.0,1,98.974397
10.0,1,98.979679
10.0,1,98.980814
10.0,1,98.982069
10.0,1,98.982713
10.0,1,98.985414
10.0,1,98.985947
10.0,1,98.986413
10.0,1,98.986872
10.0,1,98.989879
10.0,1,98.990401
10.0,1,98.992168
10.0,1,98.99303
10.0,1,98.9994
10.0,1,98.999995
10.0,1,99.000463
10.0,1,99.000919
10.0,1,99.004045
10.0,1,99.00458
10.0,1,99.005206
10.0,1,99.005711
10.0,1,99.010271
10.0,1,99.010827
10.0,1,99.011685
10.0,1,99.012318
10.0,1,99.017353
10.0,1,99.017889
10.0,1,99.018354
10.0,1,99.018811
10.0,1,99.021904
10.0,1,99.02244
10.0,1,99.023893
10.0,1,99.024447
10.0,1,99.027952
10.0,1,99.028589
10.0,1,99.030738
10.0,1,99.031915
10.0,1,99.034833
10.0,1,99.035358
10.0,1,99.035955
10.0,1,99.036665
10.0,1,99.040381
10.0,1,99.04102
10.0,1,99.04152
10.0,1,99.041998
10.0,1,99.048533
10.0,1,99.049153
10.0,1,99.04964
10.0,1,99.05051
10.0,1,99.053228
10.0,1,99.05374
10.0,1,99.055224
10.0,1,99.055733
10.0,1,99.059002
10.0,1,99.061186
10.0,1,99.061924
10.0,1,99.063502
10.0,1,99.067363
10.0,1,99.067888
10.0,1,99.068352
10.0,1,99.068809
10.0,1,99.072519
10.0,1,99.073036
10.0,1,99.073497
10.0,1,99.074031
10.0,1,99.07971
10.0,1,99.081342
10.0,1,99.082
10.0,1,99.08252
10.0,1,99.085186
10.0,1,99.085695
10.0,1,99.087072
10.0,1,99.087559
10.0,1,99.090329
10.0,1,99.090942
10.0,1,99.091424
10.0,1,99.092084
10.0,1,99.098751
10.0,1,99.099329
10.0,1,99.099914
10.0,1,99.100629
10.0,1,99.10432
10.0,1,99.104907
10.0,1,99.105454
10.0,1,99.105922
10.0,1,99.109798
10.0,1,99.110387
10.0,1,99.11092
10.0,1,99.111391
10.0,1,99.118123
10.0,1,99.118658
10.0,1,99.120044
10.0,1,99.120556
10.0,1,99.123362
10.0,1,99.123971
10.0,1,99.124438
10.0,1,99.125803
10.0,1,99.131882
10.0,1,99.132507
10.0,1,99.132981
10.0,1,99.13344
10.0,1,99.137085
10.0,1,99.137601
10.0,1,99.138054
10.0,1,99.138653
10.0,1,99.142182
10.0,1,99.143092
10.0,1,99.143629
10.0,1,99.144309
10.0,1,99.149752
10.0,1,99.150284
10.0,1,99.151375
10.0,1,99.151894
10.0,1,99.154572
10.0,1,99.155217
10.0,1,99.155706
10.0,1,99.156167
10.0,1,99.160095
10.0,1,99.160691
10.0,1,99.161151
10.0,1,99.161593
10.0,1,99.168021
10.0,1,99.168555
10.0,1,99.169546
10.0,1,99.170117
10.0,1,99.173128
10.0,1,99.17365
10.0,1,99.174234
10.0,1,99.174727
10.0,1,99.179661
10.0,1,99.180879
10.0,1,99.182793
10.0,1,99.183303
10.0,1,99.185984
10.0,1,99.18649
10.0,1,99.187017
10.0,1,99.187468
10.0,1,99.190846
10.0,1,99.191446
10.0,1,99.19204
10.0,1,99.192738
10.0,1,99.202699
10.0,1,99.203242
10.0,1,99.203707
10.0,1,99.204165
10.0,1,99.207624
10.0,1,99.208264
10.0,1,99.208996
10.0,1,99.209824
10.0,1,99.21574
10.0,1,99.216283
10.0,1,99.21768
10.0,1,99.218169
10.0,1,99.220856
10.0,1,99.221362
10.0,1,99.221866
10.0,1,99.222346
10.0,1,99.225768
10.0,1,99.226659
10.0,1,99.227197
10.0,1,99.228168
10.0,1,99.234322
10.0,1,99.234851
10.0,1,99.235314
10.0,1,99.235857
10.0,1,99.239757
10.0,1,99.240273
10.0,1,99.240811
10.0,1,99.241281
10.0,1,99.246524
10.0,1,99.247849
10.0,1,99.249641
10.0,1,99.249917
10.0,1,99.252627
10.0,1,99.253128
10.0,1,99.25359
10.0,1,99.254048
10.0,1,99.257663
10.0,1,99.258226
10.0,1,99.258804
10.0,1,99.259772
10.0,1,99.266938
10.0,1,99.268118
10.0,1,99.268629
10.0,1,99.269247
10.0,1,99.272053
10.0,1,99.272576
10.0,1,99.273037
10.0,1,99.27383
10.0,1,99.277461
10.0,1,99.278268
10.0,1,99.281691
10.0,1,99.282253
10.0,1,99.28493
10.0,1,99.285826
10.0,1,99.286647
10.0,1,99.287132
10.0,1,99.2899
10.0,1,99.290424
10.0,1,99.290982
10.0,1,99.291485
10.0,1,99.298773
10.0,1,99.299403
10.0,1,99.299898
10.0,1,99.300358
10.0,1,99.303105
10.0,1,99.303644
10.0,1,99.304372
10.0,1,99.304903
10.0,1,99.307682
10.0,1,99.30826
10.0,1,99.310391
10.0,1,99.310984
10.0,1,99.317123
10.0,1,99.317659
10.0,1,99.318125
10.0,1,99.318586
10.0,1,99.321662
10.0,1,99.322219
10.0,1,99.322698
10.0,1,99.323142
10.0,1,99.327771
10.0,1,99.330464
10.0,1,99.332096
10.0,1,99.332827
10.0,1,99.337051
10.0,1,99.337585
10.0,1,99.338052
10.0,1,99.338615
10.0,1,99.341538
10.0,1,99.3423
10.0,1,99.344609
10.0,1,99.345402
10.0,1,99.351079
10.0,1,99.351624
10.0,1,99.352098
10.0,1,99.352557
10.0,1,99.355298
10.0,1,99.35582
10.0,1,99.356291
10.0,1,99.357066
10.0,1,99.361763
10.0,1,99.364521
10.0,1,99.365666
10.0,1,99.366328
10.0,1,99.36952
10.0,1,99.370054
10.0,1,99.370526
10.0,1,99.370984
10.0,1,99.373756
10.0,1,99.374404
10.0,1,99.376118
10.0,1,99.376927
10.0,1,99.38283
10.0,1,99.383367
10.0,1,99.383832
10.0,1,99.384291
10.0,1,99.386901
10.0,1,99.387401
10.0,1,99.38847
10.0,1,99.389013
10.0,1,99.393447
10.0,1,99.393994
10.0,1,99.394806
10.0,1,99.396199
10.0,1,99.400903
10.0,1,99.401434
10.0,1,99.401896
10.0,1,99.402351
10.0,1,99.405501
10.0,1,99.406031
10.0,1,99.407511
10.0,1,99.407991
10.0,1,99.411492
10.0,1,99.414059
10.0,1,99.415136
10.0,1,99.415727
10.0,1,99.418868
10.0,1,99.419455
10.0,1,99.419939
10.0,1,99.420396
10.0,1,99.424219
10.0,1,99.424871
10.0,1,99.425381
10.0,1,99.425899
10.0,1,99.432582
10.0,1,99.433123
10.0,1,99.43359
10.0,1,99.434049
10.0,1,99.437072
10.0,1,99.43759
10.0,1,99.439181
10.0,1,99.439659
10.0,1,99.44322
10.0,1,99.443923
10.0,1,99.445211
10.0,1,99.448482
10.0,1,99.451337
10.0,1,99.45196
10.0,1,99.452772
10.0,1,99.453277
10.0,1,99.457058
10.0,1,99.457858
10.0,1,99.458484
10.0,1,99.459124
10.0,1,99.465947
10.0,1,99.466625
10.0,1,99.467339
10.0,1,99.467822
10.0,1,99.470463
10.0,1,99.471016
10.0,1,99.472614
10.0,1,99.473117
10.0,1,99.477388
10.0,1,99.47836
10.0,1,99.480955
10.0,1,99.481751
10.0,1,99.484912
10.0,1,99.485439
10.0,1,99.48595
10.0,1,99.486414
10.0,1,99.490082
10.0,1,99.490697
10.0,1,99.491163
10.0,1,99.491719
10.0,1,99.501331
10.0,1,99.501882
10.0,1,99.502354
10.0,1,99.502821
10.0,1,99.505801
10.0,1,99.506327
10.0,1,99.507967
10.0,1,99.508523
10.0,1,99.514886
10.0,1,99.515444
10.0,1,99.515912
10.0,1,99.516371
10.0,1,99.519136
10.0,1,99.519941
10.0,1,99.520504
10.0,1,99.520956
10.0,1,99.525009
10.0,1,99.525788
10.0,1,99.526593
10.0,1,99.527055
10.0,1,99.532542
10.0,1,99.533078
10.0,1,99.533817
10.0,1,99.534334
10.0,1,99.537013
10.0,1,99.537523
10.0,1,99.538953
10.0,1,99.539436
10.0,1,99.542143
10.0,1,99.542939
10.0,1,99.543489
10.0,1,99.544086
10.0,1,99.549647
10.0,1,99.550183
10.0,1,99.550645
10.0,1,99.551099
10.0,1,99.555107
10.0,1,99.555646
10.0,1,99.556095
10.0,1,99.556602
10.0,1,99.560693
10.0,1,99.561543
10.0,1,99.563442
10.0,1,99.564565
10.0,1,99.567428
10.0,1,99.567944
10.0,1,99.569274
10.0,1,99.569741
10.0,1,99.572658
10.0,1,99.573168
10.0,1,99.573618
10.0,1,99.574175
10.0,1,99.579561
10.0,1,99.581358
10.0,1,99.582052
10.0,1,99.582572
10.0,1,99.586201
10.0,1,99.586715
10.0,1,99.58718
10.0,1,99.587636
10.0,1,99.591029
10.0,1,99.591608
10.0,1,99.592191
10.0,1,99.593129
10.0,1,99.599773
10.0,1,99.600309
10.0,1,99.601792
10.0,1,99.602303
10.0,1,99.605114
10.0,1,99.605717
10.0,1,99.606171
10.0,1,99.60661
10.0,1,99.610519
10.0,1,99.611394
10.0,1,99.612978
10.0,1,99.614698
10.0,1,99.618405
10.0,1,99.618925
10.0,1,99.619393
10.0,1,99.619847
10.0,1,99.623089
10.0,1,99.623613
10.0,1,99.624172
10.0,1,99.624649
10.0,1,99.630387
10.0,1,99.631451
10.0,1,99.633048
10.0,1,99.633555
10.0,1,99.636244
10.0,1,99.63673
10.0,1,99.637175
10.0,1,99.63761
10.0,1,99.641047
10.0,1,99.641671
10.0,1,99.642312
10.0,1,99.643177
10.0,1,99.650034
10.0,1,99.65088
10.0,1,99.651379
10.0,1,99.651842
10.0,1,99.654466
10.0,1,99.65507
10.0,1,99.655545
10.0,1,99.655989
10.0,1,99.65981
10.0,1,99.660626
10.0,1,99.663758
10.0,1,99.664987
10.0,1,99.667949
10.0,1,99.668463
10.0,1,99.669507
10.0,1,99.67005
10.0,1,99.672866
10.0,1,99.673377
10.0,1,99.673982
10.0,1,99.674466
10.0,1,99.682088
10.0,1,99.682705
10.0,1,99.683181
10.0,1,99.683661
10.0,1,99.686315
10.0,1,99.686824
10.0,1,99.687286
10.0,1,99.688096
10.0,1,99.690997
10.0,1,99.691636
10.0,1,99.693602
10.0,1,99.69436
10.0,1,99.700206
10.0,1,99.700744
10.0,1,99.701212
10.0,1,99.701669
10.0,1,99.704603
10.0,1,99.70528
10.0,1,99.70576
10.0,1,99.706205
10.0,1,99.710492
10.0,1,99.711117
10.0,1,99.711601
10.0,1,99.712647
10.0,1,99.717621
10.0,1,99.718155
10.0,1,99.718617
10.0,1,99.719071
10.0,1,99.72224
10.0,1,99.722753
10.0,1,99.724216
10.0,1,99.724702
10.0,1,99.728103
10.0,1,99.730286
10.0,1,99.731814
10.0,1,99.732613
10.0,1,99.73534
10.0,1,99.73593
10.0,1,99.736692
10.0,1,99.737201
10.0,1,99.74107
10.0,1,99.741645
10.0,1,99.742226
10.0,1,99.743126
10.0,1,99.748901
10.0,1,99.749445
10.0,1,99.749914
10.0,1,99.750377
10.0,1,99.753351
10.0,1,99.753874
10.0,1,99.755415
10.0,1,99.755904
10.0,1,99.758835
10.0,1,99.759799
10.0,1,99.760372
10.0,1,99.761435
10.0,1,99.766825
10.0,1,99.767379
10.0,1,99.767839
10.0,1,99.768315
10.0,1,99.772408
10.0,1,99.772933
10.0,1,99.773402
10.0,1,99.773934
10.0,1,99.778703
10.0,1,99.780789
10.0,1,99.782332
10.0,1,99.782931
10.0,1,99.785644
10.0,1,99.786154
10.0,1,99.787602
10.0,1,99.788254
10.0,1,99.791138
10.0,1,99.793268
10.0,1,99.793904
10.0,1,99.794774
10.0,1,99.800272
10.0,1,99.800807
10.0,1,99.801274
10.0,1,99.801733
10.0,1,99.80545
10.0,1,99.805976
10.0,1,99.806448
10.0,1,99.806887
10.0,1,99.811249
10.0,1,99.811962
10.0,1,99.813416
10.0,1,99.814786
10.0,1,99.817825
10.0,1,99.818423
10.0,1,99.819972
10.0,1,99.820467
10.0,1,99.82316
10.0,1,99.823673
10.0,1,99.82425
10.0,1,99.824755
10.0,1,99.832449
10.0,1,99.832992
10.0,1,99.833457
10.0,1,99.833915
10.0,1,99.837602
10.0,1,99.838115
10.0,1,99.838606
10.0,1,99.839049
10.0,1,99.842586
10.0,1,99.843396
10.0,1,99.843866
10.0,1,99.844726
10.0,1,99.850145
10.0,1,99.850681
10.0,1,99.852182
10.0,1,99.852683
10.0,1,99.855503
10.0,1,99.856023
10.0,1,99.85649
10.0,1,99.85693
10.0,1,99.861252
10.0,1,99.862127
10.0,1,99.862768
10.0,1,99.864853
10.0,1,99.869235
10.0,1,99.869806
10.0,1,99.87027
10.0,1,99.870726
10.0,1,99.874172
10.0,1,99.874708
10.0,1,99.875376
10.0,1,99.87608
10.0,1,99.88221
10.0,1,99.88275
10.0,1,99.884176
10.0,1,99.884688
10.0,1,99.887358
10.0,1,99.887863
10.0,1,99.888383
10.0,1,99.888615
10.0,1,99.892001
10.0,1,99.892573
10.0,1,99.893388
10.0,1,99.893878
10.0,1,100.039487
10.0,1,100.040077
10.0,1,100.040551
10.0,1,100.04101
10.0,1,100.044806
10.0,1,100.04535
10.0,1,100.045819
10.0,1,100.046278
10.0,1,100.0495
10.0,1,100.050027
10.0,1,100.051497
10.0,1,100.051992
10.0,1,100.054597
10.0,1,100.055102
10.0,1,100.055562
10.0,1,100.056016
10.0,1,100.065986
10.0,1,100.066548
10.0,1,100.067013
10.0,1,100.067471
10.0,1,100.071124
10.0,1,100.071774
10.0,1,100.072267
10.0,1,100.072728
10.0,1,100.077005
10.0,1,100.07769
10.0,1,100.078967
10.0,1,100.079891
10.0,1,100.084102
10.0,1,100.084629
10.0,1,100.086062
10.0,1,100.086548
10.0,1,100.089367
10.0,1,100.08989
10.0,1,100.090356
10.0,1,100.091441
10.0,1,100.094778
10.0,1,100.097147
10.0,1,100.098959
10.0,1,100.099587
10.0,1,100.103396
10.0,1,100.103908
10.0,1,100.10439
10.0,1,100.105004
10.0,1,100.108738
10.0,1,100.109805
10.0,1,100.110527
10.0,1,100.112333
10.0,1,100.117912
10.0,1,100.118449
10.0,1,100.119917
10.0,1,100.120409
10.0,1,100.123176
10.0,1,100.123705
10.0,1,100.124261
10.0,1,100.124786
10.0,1,100.132085
10.0,1,100.132652
10.0,1,100.133123
10.0,1,100.133583
10.0,1,100.137197
10.0,1,100.13773
10.0,1,100.138288
10.0,1,100.138806
10.0,1,100.142372
10.0,1,100.143253
10.0,1,100.143843
10.0,1,100.144671
10.0,1,100.150147
10.0,1,100.150681
10.0,1,100.152147
10.0,1,100.152634
10.0,1,100.155414
10.0,1,100.155939
10.0,1,100.15641
10.0,1,100.15685
10.0,1,100.161107
10.0,1,100.164172
10.0,1,100.164919
10.0,1,100.165527
10.0,1,100.169282
10.0,1,100.169806
10.0,1,100.17027
10.0,1,100.170725
10.0,1,100.174237
10.0,1,100.174755
10.0,1,100.175225
10.0,1,100.175708
10.0,1,100.182061
10.0,1,100.18267
10.0,1,100.184056
10.0,1,100.184542
10.0,1,100.187262
10.0,1,100.187779
10.0,1,100.188355
10.0,1,100.189617
10.0,1,100.193016
10.0,1,100.19362
10.0,1,100.19415
10.0,1,100.194601
10.0,1,100.203184
10.0,1,100.203719
10.0,1,100.204183
10.0,1,100.204745
10.0,1,100.208175
10.0,1,100.208838
10.0,1,100.209823
10.0,1,100.210386
10.0,1,100.216353
10.0,1,100.216886
10.0,1,100.218374
10.0,1,100.218864
10.0,1,100.221498
10.0,1,100.222055
10.0,1,100.222526
10.0,1,100.222983
10.0,1,100.227103
10.0,1,100.229062
10.0,1,100.230938
10.0,1,100.231607
10.0,1,100.235237
10.0,1,100.235783
10.0,1,100.236258
10.0,1,100.236714
10.0,1,100.240143
10.0,1,100.240818
10.0,1,100.24132
10.0,1,100.241936
10.0,1,100.248246
10.0,1,100.248794
10.0,1,100.250289
10.0,1,100.250789
10.0,1,100.25348
10.0,1,100.253988
10.0,1,100.254452
10.0,1,100.254953
10.0,1,100.258655
10.0,1,100.259466
10.0,1,100.26047
10.0,1,100.260736
10.0,1,100.26758
10.0,1,100.268108
10.0,1,100.26857
10.0,1,100.269023
10.0,1,100.272282
10.0,1,100.272807
10.0,1,100.273266
10.0,1,100.273792
10.0,1,100.278326
10.0,1,100.280432
10.0,1,100.28201
10.0,1,100.282511
10.0,1,100.285193
10.0,1,100.285693
10.0,1,100.286155
10.0,1,100.286608
10.0,1,100.289813
10.0,1,100.290381
10.0,1,100.290932
10.0,1,100.291456
10.0,1,100.298706
10.0,1,100.299853
10.0,1,100.300356
10.0,1,100.30082
10.0,1,100.303458
10.0,1,100.303963
10.0,1,100.30442
10.0,1,100.305242
10.0,1,100.308211
10.0,1,100.308874
10.0,1,100.312609
10.0,1,100.314116
10.0,1,100.317785
10.0,1,100.318071
10.0,1,100.318541
10.0,1,100.318999
10.0,1,100.321666
10.0,1,100.322194
10.0,1,100.322678
10.0,1,100.323419
10.0,1,100.329295
10.0,1,100.331485
10.0,1,100.332136
10.0,1,100.332639
10.0,1,100.33533
10.0,1,100.335838
10.0,1,100.336302
10.0,1,100.336999
10.0,1,100.339984
10.0,1,100.34061
10.0,1,100.342355
10.0,1,100.343116
10.0,1,100.349607
10.0,1,100.350145
10.0,1,100.350606
10.0,1,100.351063
10.0,1,100.353919
10.0,1,100.354476
10.0,1,100.35511
10.0,1,100.355623
10.0,1,100.359944
10.0,1,100.360514
10.0,1,100.363942
10.0,1,100.364606
10.0,1,100.367446
10.0,1,100.367967
10.0,1,100.368428
10.0,1,100.368881
10.0,1,100.372017
10.0,1,100.372536
10.0,1,100.374095
10.0,1,100.374599
10.0,1,100.377939
10.0,1,100.38159
10.0,1,100.382367
10.0,1,100.382909
10.0,1,100.385598
10.0,1,100.386106
10.0,1,100.386642
10.0,1,100.387389
10.0,1,100.391326
10.0,1,100.392128
10.0,1,100.392856
10.0,1,100.393685
10.0,1,100.399893
10.0,1,100.400432
10.0,1,100.401162
10.0,1,100.401744
10.0,1,100.404377
10.0,1,100.405032
10.0,1,100.406524
10.0,1,100.407029
10.0,1,100.410242
10.0,1,100.410777
10.0,1,100.413656
10.0,1,100.414347
10.0,1,100.417208
10.0,1,100.417721
10.0,1,100.418189
10.0,1,100.418688
10.0,1,100.422684
10.0,1,100.423219
10.0,1,100.423691
10.0,1,100.424245
10.0,1,100.430964
10.0,1,100.43164
10.0,1,100.432181
10.0,1,100.432653
10.0,1,100.435628
10.0,1,100.436147
10.0,1,100.437623
10.0,1,100.438129
10.0,1,100.440861
10.0,1,100.441492
10.0,1,100.443212
10.0,1,100.443739
10.0,1,100.449419
10.0,1,100.449947
10.0,1,100.450407
10.0,1,100.45086
10.0,1,100.454409
10.0,1,100.454978
10.0,1,100.455463
10.0,1,100.455923
10.0,1,100.460026
10.0,1,100.461881
10.0,1,100.463826
10.0,1,100.464522
10.0,1,100.467709
10.0,1,100.468238
10.0,1,100.469673
10.0,1,100.470166
10.0,1,100.472917
10.0,1,100.473433
10.0,1,100.473984
10.0,1,100.474459
10.0,1,100.481336
10.0,1,100.482018
10.0,1,100.482522
10.0,1,100.482984
10.0,1,100.486594
10.0,1,100.48711
10.0,1,100.487573
10.0,1,100.488012
10.0,1,100.491426
10.0,1,100.492339
10.0,1,100.49319
10.0,1,100.493892
10.0,1,100.501482
10.0,1,100.502036
10.0,1,100.50342
10.0,1,100.503907
10.0,1,100.506707
10.0,1,100.507312
10.0,1,100.507805
10.0,1,100.509239
10.0,1,100.515331
10.0,1,100.515895
10.0,1,100.516366
10.0,1,100.516838
10.0,1,100.520469
10.0,1,100.520987
10.0,1,100.521213
10.0,1,100.521829
10.0,1,100.525686
10.0,1,100.526849
10.0,1,100.52738
10.0,1,100.530663
10.0,1,100.533755
10.0,1,100.534322
10.0,1,100.5358
10.0,1,100.536297
10.0,1,100.539062
10.0,1,100.539584
10.0,1,100.54003
10.0,1,100.540654
10.0,1,100.544628
10.0,1,100.545907
10.0,1,100.546813
10.0,1,100.548675
10.0,1,100.552635
10.0,1,100.553153
10.0,1,100.553613
10.0,1,100.554069
10.0,1,100.557627
10.0,1,100.558195
10.0,1,100.558788
10.0,1,100.559723
10.0,1,100.566107
10.0,1,100.566653
10.0,1,100.568118
10.0,1,100.568613
10.0,1,100.571289
10.0,1,100.571943
10.0,1,100.572436
10.0,1,100.572881
10.0,1,100.577134
10.0,1,100.577657
10.0,1,100.578882
10.0,1,100.581538
10.0,1,100.585358
10.0,1,100.585874
10.0,1,100.586337
10.0,1,100.586824
10.0,1,100.590294
10.0,1,100.590945
10.0,1,100.591451
10.0,1,100.591908
10.0,1,100.598546
10.0,1,100.599145
10.0,1,100.600557
10.0,1,100.601059
10.0,1,100.603711
10.0,1,100.60423
10.0,1,100.604674
10.0,1,100.606208
10.0,1,100.609554
10.0,1,100.610306
10.0,1,100.610822
10.0,1,100.611273
10.0,1,100.617657
10.0,1,100.618186
10.0,1,100.618732
10.0,1,100.619741
10.0,1,100.622475
10.0,1,100.622994
10.0,1,100.623462
10.0,1,100.624038
10.0,1,100.629017
10.0,1,100.630852
10.0,1,100.632512
10.0,1,100.633019
10.0,1,100.635702
10.0,1,100.636203
10.0,1,100.636659
10.0,1,100.637096
10.0,1,100.640558
10.0,1,100.641102
10.0,1,100.641576
10.0,1,100.642033
10.0,1,100.650094
10.0,1,100.650649
10.0,1,100.651115
10.0,1,100.651571
10.0,1,100.65426
10.0,1,100.655167
10.0,1,100.655711
10.0,1,100.656175
10.0,1,100.659825
10.0,1,100.660768
10.0,1,100.66457
10.0,1,100.665161
10.0,1,100.66809
10.0,1,100.668604
10.0,1,100.669068
10.0,1,100.670301
10.0,1,100.673089
10.0,1,100.673605
10.0,1,100.674194
10.0,1,100.674726
10.0,1,100.683243
10.0,1,100.683812
10.0,1,100.684286
10.0,1,100.684745
10.0,1,100.687353
10.0,1,100.688247
10.0,1,100.688807
10.0,1,100.689278
10.0,1,100.692227
10.0,1,100.693021
10.0,1,100.69683
10.0,1,100.697552
10.0,1,100.701011
10.0,1,100.701638
10.0,1,100.702178
10.0,1,100.702649
10.0,1,100.705388
10.0,1,100.705909
10.0,1,100.706655
10.0,1,100.707284
10.0,1,100.714384
10.0,1,100.715002
10.0,1,100.71557
10.0,1,100.716038
10.0,1,100.718732
10.0,1,100.719248
10.0,1,100.719976
10.0,1,100.720582
10.0,1,100.723492
10.0,1,100.724148
10.0,1,100.725742
10.0,1,100.726647
10.0,1,100.73305
10.0,1,100.73359
10.0,1,100.734052
10.0,1,100.734614
10.0,1,100.737667
10.0,1,100.73826
10.0,1,100.738787
10.0,1,100.739264
10.0,1,100.743912
10.0,1,100.746454
10.0,1,100.747652
10.0,1,100.748356
10.0,1,100.751146
10.0,1,100.75166
10.0,1,100.752217
10.0,1,100.75295
10.0,1,100.756135
10.0,1,100.756666
10.0,1,100.758253
10.0,1,100.758875
10.0,1,100.765144
10.0,1,100.765751
10.0,1,100.766223
10.0,1,100.766723
10.0,1,100.769361
10.0,1,100.770215
10.0,1,100.770753
10.0,1,100.771257
10.0,1,100.775417
10.0,1,100.776417
10.0,1,100.777412
10.0,1,100.781092
10.0,1,100.784333
10.0,1,100.784854
10.0,1,100.785317
10.0,1,100.785936
10.0,1,100.789281
10.0,1,100.789803
10.0,1,100.791442
10.0,1,100.792197
10.0,1,100.798822
10.0,1,100.79949
10.0,1,100.799966
10.0,1,100.800424
10.0,1,100.803077
10.0,1,100.803924
10.0,1,100.804454
10.0,1,100.80503
10.0,1,100.808923
10.0,1,100.809925
10.0,1,100.810465
10.0,1,100.811045
10.0,1,100.816866
10.0,1,100.817399
10.0,1,100.817864
10.0,1,100.818321
10.0,1,100.821431
10.0,1,100.822047
10.0,1,100.823523
10.0,1,100.824145
10.0,1,100.83086
10.0,1,100.8317
10.0,1,100.832317
10.0,1,100.8328
10.0,1,100.835489
10.0,1,100.836004
10.0,1,100.836597
10.0,1,100.837528
10.0,1,100.841587
10.0,1,100.842264
10.0,1,100.843146
10.0,1,100.843705
10.0,1,100.851022
10.0,1,100.851573
10.0,1,100.852088
10.0,1,100.85291
10.0,1,100.855783
10.0,1,100.85632
10.0,1,100.857839
10.0,1,100.858494
10.0,1,100.865162
10.0,1,100.86591
10.0,1,100.866413
10.0,1,100.866887
10.0,1,100.869626
10.0,1,100.870416
10.0,1,100.870923
10.0,1,100.871419
10.0,1,100.875313
10.0,1,100.875913
10.0,1,100.876767
10.0,1,100.877282
10.0,1,100.883347
10.0,1,100.883877
10.0,1,100.884339
10.0,1,100.884797
10.0,1,100.887776
10.0,1,100.888456
10.0,1,100.889916
10.0,1,100.89053
10.0,1,100.894137
10.0,1,100.897427
10.0,1,100.898139
10.0,1,100.898728
10.0,1,100.901471
10.0,1,100.901992
10.0,1,100.902466
10.0,1,100.903168
10.0,1,100.907532
10.0,1,100.908118
10.0,1,100.90886
10.0,1,100.909611
10.0,1,100.915846
10.0,1,100.916444
10.0,1,100.917228
10.0,1,100.917748
10.0,1,100.920382
10.0,1,100.92089
10.0,1,100.922312
10.0,1,100.922794
10.0,1,100.926212
10.0,1,100.927057
10.0,1,100.927546
10.0,1,100.930649
10.0,1,100.933598
10.0,1,100.934119
10.0,1,100.934586
10.0,1,100.935043
10.0,1,100.939188
10.0,1,100.939713
10.0,1,100.940175
10.0,1,100.941239
10.0,1,100.947004
10.0,1,100.947613
10.0,1,100.948147
10.0,1,100.948701
10.0,1,100.951401
10.0,1,100.951908
10.0,1,100.953353
10.0,1,100.953825
10.0,1,100.956615
10.0,1,100.957244
10.0,1,100.957739
10.0,1,100.95821
10.0,1,100.964961
